id,sequence,department_id/id,name,mos,no_of_recruitment,payroll_grade,rank_id/id
a1234-j0747,887,military_department.a1234-d138,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0748,889,military_department.a1234-d139,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j0749,890,military_department.a1234-d139,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0750,892,military_department.a1234-d140,Командир відділення,674182,1,7/6 ,military_rank.rank_70
a1234-j0751,893,military_department.a1234-d140,Оператор,225543,2,5/3,military_rank.rank_30
a1234-j0753,895,military_department.a1234-d140,Водій,790037,3,5/2,military_rank.rank_30
a1234-j0756,898,military_department.a1234-d140,Розвідник - далекомірник,146646/067,2,4/3,military_rank.rank_30
a1234-j0758,900,military_department.a1234-d140,Радіотелефоніст,420641,2,3/2,military_rank.rank_30
a1234-j0760,903,military_department.a1234-d141,Командир батареї,307003,1,19,military_rank.rank_220
a1234-j0761,904,military_department.a1234-d141,Заступник командира батареї з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j0762,905,military_department.a1234-d141,Старший технік,738878,1,10,military_rank.rank_110
a1234-j0763,906,military_department.a1234-d141,Головний сержант,135974,1,12,military_rank.rank_100
a1234-j0764,907,military_department.a1234-d141,Сержант із матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j0765,908,military_department.a1234-d141,Старший бойовий медик,878978,1,7,military_rank.rank_80
a1234-j0766,910,military_department.a1234-d142,Командир взводу - старший офіцер на батареї,307003,1,12,military_rank.rank_190
a1234-j0767,912,military_department.a1234-d143,Головний сержант - командир гармати,135975/181,1,10,military_rank.rank_90
a1234-j0768,913,military_department.a1234-d143,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j0769,914,military_department.a1234-d143,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j0770,915,military_department.a1234-d143,Майстер - номер обслуги,713244/533,1,4/3,military_rank.rank_30
a1234-j0771,916,military_department.a1234-d143,Номер обслуги,135533,2,4/2,military_rank.rank_30
a1234-j0773,919,military_department.a1234-d144,Командир гармати,135181,1,8/6 ,military_rank.rank_80
a1234-j0774,920,military_department.a1234-d144,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j0775,921,military_department.a1234-d144,Номер обслуги,135533,3,4/2,military_rank.rank_30
a1234-j0778,924,military_department.a1234-d144,Водій - кулеметник,790037/627,1,5/2,military_rank.rank_30
a1234-j0779,926,military_department.a1234-d145,Командир гармати,135181,1,8/6 ,military_rank.rank_80
a1234-j0780,927,military_department.a1234-d145,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j0781,928,military_department.a1234-d145,Номер обслуги,135533,3,4/2,military_rank.rank_30
a1234-j0784,931,military_department.a1234-d145,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0785,933,military_department.a1234-d146,Командир відділення,603182,1,7/6 ,military_rank.rank_70
a1234-j0786,934,military_department.a1234-d146,Оператор - топогеодезист,674543/948,1,4/3,military_rank.rank_30
a1234-j0787,935,military_department.a1234-d146,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j0788,936,military_department.a1234-d146,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j0789,938,military_department.a1234-d147,Командир взводу,307003,1,12,military_rank.rank_190
a1234-j0790,940,military_department.a1234-d148,Головний сержант - командир гармати,135975/181,1,10,military_rank.rank_90
a1234-j0791,941,military_department.a1234-d148,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j0792,942,military_department.a1234-d148,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j0793,943,military_department.a1234-d148,Номер обслуги,135533,3,4/2,military_rank.rank_30
a1234-j0796,947,military_department.a1234-d149,Командир гармати,135181,1,8/6 ,military_rank.rank_80
a1234-j0797,948,military_department.a1234-d149,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j0798,949,military_department.a1234-d149,Номер обслуги,135533,3,4/2,military_rank.rank_30
a1234-j0801,952,military_department.a1234-d149,Водій - кулеметник,790037/627,1,5/2,military_rank.rank_30
a1234-j0802,954,military_department.a1234-d150,Командир гармати,135181,1,8/6 ,military_rank.rank_80
a1234-j0803,955,military_department.a1234-d150,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j0804,956,military_department.a1234-d150,Номер обслуги,135533,3,4/2,military_rank.rank_30
a1234-j0807,959,military_department.a1234-d150,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0808,961,military_department.a1234-d151,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j0809,962,military_department.a1234-d151,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0810,964,military_department.a1234-d152,Командир відділення,674182,1,7/6 ,military_rank.rank_70
a1234-j0811,965,military_department.a1234-d152,Оператор,225543,2,5/3,military_rank.rank_30
a1234-j0813,967,military_department.a1234-d152,Водій,790037,3,5/2,military_rank.rank_30
a1234-j0816,970,military_department.a1234-d152,Розвідник - далекомірник,146646/067,2,4/3,military_rank.rank_30
a1234-j0818,972,military_department.a1234-d152,Радіотелефоніст,420641,2,3/2,military_rank.rank_30
a1234-j0820,975,military_department.a1234-d153,Командир взводу,419003,1,12,military_rank.rank_190
a1234-j0821,977,military_department.a1234-d154,Головний сержант - командир відділення,104975/182,1,10,military_rank.rank_90
a1234-j0822,978,military_department.a1234-d154,Стрілець - зенітник,104916,2,5/3,military_rank.rank_30
a1234-j0824,980,military_department.a1234-d154,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0825,982,military_department.a1234-d155,Командир відділення,104182,1,9/6 ,military_rank.rank_70
a1234-j0826,983,military_department.a1234-d155,Стрілець - зенітник,104916,2,5/3,military_rank.rank_30
a1234-j0828,985,military_department.a1234-d155,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0829,987,military_department.a1234-d156,Командир відділення,104182,1,9/6 ,military_rank.rank_70
a1234-j0830,988,military_department.a1234-d156,Стрілець - зенітник,104916,2,5/3,military_rank.rank_30
a1234-j0832,990,military_department.a1234-d156,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0833,992,military_department.a1234-d157,Командир відділення,104182,1,9/6 ,military_rank.rank_70
a1234-j0834,993,military_department.a1234-d157,Стрілець - зенітник,104916,2,5/3,military_rank.rank_30
a1234-j0836,995,military_department.a1234-d157,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0837,997,military_department.a1234-d158,Командир відділення,616182,1,7/6 ,military_rank.rank_70
a1234-j0838,998,military_department.a1234-d158,Оператор - планшетист,616543/567,2,5/3,military_rank.rank_30
a1234-j0840,1000,military_department.a1234-d158,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0841,1002,military_department.a1234-d159,Командир взводу,940023,1,12,military_rank.rank_190
a1234-j0842,1003,military_department.a1234-d159,Головний сержант,106975,1,10,military_rank.rank_90
a1234-j0843,1004,military_department.a1234-d159,Бойовий медик взводу,878033,1,7/5 ,military_rank.rank_70
a1234-j0844,1005,military_department.a1234-d159,Навідник,101281,1,4/2,military_rank.rank_30
a1234-j0845,1006,military_department.a1234-d159,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0846,1008,military_department.a1234-d160,Командир відділення,1066182,1,9/6 ,military_rank.rank_70
a1234-j0847,1009,military_department.a1234-d160,Навідник,101281,1,4/2,military_rank.rank_30
a1234-j0848,1010,military_department.a1234-d160,Снайпер (2 категорії),110751,1,5/4,military_rank.rank_30
a1234-j0849,1011,military_department.a1234-d160,Розвідник - радіотелефоніст,106646/641,1,4/3,military_rank.rank_30
a1234-j0850,1012,military_department.a1234-d160,Розвідник - санітар,106646/658,1,4/3,military_rank.rank_30
a1234-j0851,1013,military_department.a1234-d160,Розвідник - навідник,106646/281,1,4/3,military_rank.rank_30
a1234-j0852,1014,military_department.a1234-d160,Розвідник - сапер,106646/662,1,4/3,military_rank.rank_30
a1234-j0853,1015,military_department.a1234-d160,Гранатометник - розвідник,103061/646,1,5/3,military_rank.rank_30
a1234-j0854,1016,military_department.a1234-d160,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0855,1018,military_department.a1234-d161,Командир відділення,1066182,1,9/6 ,military_rank.rank_70
a1234-j0856,1019,military_department.a1234-d161,Навідник,101281,1,4/2,military_rank.rank_30
a1234-j0857,1020,military_department.a1234-d161,Снайпер (2 категорії),110751,1,5/4,military_rank.rank_30
a1234-j0858,1021,military_department.a1234-d161,Розвідник - радіотелефоніст,106646/641,1,4/3,military_rank.rank_30
a1234-j0859,1022,military_department.a1234-d161,Розвідник - санітар,106646/658,1,4/3,military_rank.rank_30
a1234-j0860,1023,military_department.a1234-d161,Розвідник - навідник,106646/281,1,4/3,military_rank.rank_30
a1234-j0861,1024,military_department.a1234-d161,Розвідник - сапер,106646/662,1,4/3,military_rank.rank_30
a1234-j0862,1025,military_department.a1234-d161,Гранатометник - розвідник,103061/646,1,5/3,military_rank.rank_30
a1234-j0863,1026,military_department.a1234-d161,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0864,1028,military_department.a1234-d162,Командир відділення,1066182,1,9/6 ,military_rank.rank_70
a1234-j0865,1029,military_department.a1234-d162,Навідник,101281,1,4/2,military_rank.rank_30
a1234-j0866,1030,military_department.a1234-d162,Снайпер (2 категорії),110751,1,5/4,military_rank.rank_30
a1234-j0867,1031,military_department.a1234-d162,Розвідник - радіотелефоніст,106646/641,1,4/3,military_rank.rank_30
a1234-j0868,1032,military_department.a1234-d162,Розвідник - санітар,106646/658,1,4/3,military_rank.rank_30
a1234-j0869,1033,military_department.a1234-d162,Розвідник - навідник,106646/281,1,4/3,military_rank.rank_30
a1234-j0870,1034,military_department.a1234-d162,Розвідник - сапер,106646/662,1,4/3,military_rank.rank_30
a1234-j0871,1035,military_department.a1234-d162,Гранатометник - розвідник,103061/646,1,5/3,military_rank.rank_30
a1234-j0872,1036,military_department.a1234-d162,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0873,1038,military_department.a1234-d163,Командир відділення,216182,1,7/6 ,military_rank.rank_70
a1234-j0874,1039,military_department.a1234-d163,Оператор,225543,1,5/3,military_rank.rank_30
a1234-j0875,1040,military_department.a1234-d163,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0876,1042,military_department.a1234-d164,Командир взводу,1010003,1,12,military_rank.rank_190
a1234-j0877,1043,military_department.a1234-d164,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j0878,1045,military_department.a1234-d165,Головний сержант - командир відділення,166975/182,1,10,military_rank.rank_90
a1234-j0879,1046,military_department.a1234-d165,Старший сапер,166855,1,5/4,military_rank.rank_50
a1234-j0880,1047,military_department.a1234-d165,Сапер,166662,3,3/2,military_rank.rank_30
a1234-j0883,1050,military_department.a1234-d165,Водій - кулеметник,790037/627,1,5/2,military_rank.rank_30
a1234-j0884,1052,military_department.a1234-d166,Командир відділення,166182,1,8/6 ,military_rank.rank_70
a1234-j0885,1053,military_department.a1234-d166,Старший сапер,166855,1,5/4,military_rank.rank_50
a1234-j0886,1054,military_department.a1234-d166,Сапер,166662,3,3/2,military_rank.rank_30
a1234-j0889,1057,military_department.a1234-d166,Водій - кулеметник,790037/627,1,5/2,military_rank.rank_30
a1234-j0890,1059,military_department.a1234-d167,Командир взводу,1210003,1,12,military_rank.rank_190
a1234-j0891,1060,military_department.a1234-d167,Бойовий медик взводу,878033,1,7/5 ,military_rank.rank_70
a1234-j0892,1062,military_department.a1234-d168,Начальник радіостанції,420414,1,6/6 ,military_rank.rank_70
a1234-j0893,1063,military_department.a1234-d168,Механік - радіотелефоніст,474256/641,1,4/3,military_rank.rank_30
a1234-j0894,1064,military_department.a1234-d168,Водій - електрик,124058,1,5/3,military_rank.rank_30
a1234-j0895,1065,military_department.a1234-d168,Радіотелеграфіст,420640,1,3/2,military_rank.rank_30
a1234-j0896,1067,military_department.a1234-d169,Командир відділення,420182,1,7/6 ,military_rank.rank_70
a1234-j0897,1068,military_department.a1234-d169,Навідник,101281,1,4/2,military_rank.rank_30
a1234-j0898,1069,military_department.a1234-d169,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j0899,1070,military_department.a1234-d169,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0900,1072,military_department.a1234-d170,Командир відділення,403182,1,7/6 ,military_rank.rank_70
a1234-j0901,1073,military_department.a1234-d170,Старший лінійний наглядач,403768,1,3/3,military_rank.rank_50
a1234-j0902,1074,military_department.a1234-d170,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0903,1075,military_department.a1234-d170,Радіотелефоніст - лінійний наглядач,420641/233,1,3/2,military_rank.rank_30
a1234-j0904,1077,military_department.a1234-d171,Командир відділення,420182,1,7/6 ,military_rank.rank_70
a1234-j0905,1078,military_department.a1234-d171,Водій,790037,2,5/2,military_rank.rank_30
a1234-j0907,1081,military_department.a1234-d172,Командир взводу,700147,1,11,military_rank.rank_100
a1234-j0908,1082,military_department.a1234-d172,Технік,738945,1,10,military_rank.rank_100
a1234-j0909,1084,military_department.a1234-d173,Командир відділення,738182,1,7/6 ,military_rank.rank_70
a1234-j0910,1085,military_department.a1234-d173,Начальник електростанції,659491,1,4/4,military_rank.rank_50
a1234-j0911,1086,military_department.a1234-d173,Старший механік - акумуляторник,738786/005,1,4/3,military_rank.rank_50
a1234-j0912,1087,military_department.a1234-d173,Механік-електрозварювальник,738256/664,1,3/2,military_rank.rank_30
a1234-j0913,1088,military_department.a1234-d173,Механік,739256,1,3/2,military_rank.rank_30
a1234-j0914,1089,military_department.a1234-d173,Водій - механік,790037/256,1,5/2,military_rank.rank_30
a1234-j0915,1091,military_department.a1234-d174,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j0916,1092,military_department.a1234-d174,Водій,790037,2,5/2,military_rank.rank_30
a1234-j0918,1094,military_department.a1234-d174,Такелажник,121936,3,2/2,military_rank.rank_30
a1234-j0921,1098,military_department.a1234-d175,Командир взводу,787147,1,11,military_rank.rank_100
a1234-j0922,1099,military_department.a1234-d175,Технік,787945,1,10,military_rank.rank_100
a1234-j0923,1101,military_department.a1234-d176,Головний сержант - командир відділення,790975/182,1,10,military_rank.rank_90
a1234-j0924,1102,military_department.a1234-d176,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j0925,1103,military_department.a1234-d176,Водій,790037,4,5/2,military_rank.rank_30
a1234-j0929,1108,military_department.a1234-d177,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j0930,1109,military_department.a1234-d177,Водій - заправник,790057,3,5/3,military_rank.rank_30
a1234-j0933,1113,military_department.a1234-d178,Командир відділення,788182,1,7/6 ,military_rank.rank_70
a1234-j0934,1114,military_department.a1234-d178,Старший кухар,788827,2,4/4,military_rank.rank_50
a1234-j0936,1116,military_department.a1234-d178,Кухар,788569,3,3/2,military_rank.rank_30
a1234-j0939,1119,military_department.a1234-d178,Водій - кухар,790037/569,3,5/2,military_rank.rank_30
a1234-j0942,1123,military_department.a1234-d179,Начальник лазні,789294,1,5/5 ,military_rank.rank_70
a1234-j0943,1124,military_department.a1234-d179,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j0944,1125,military_department.a1234-d179,Оператор,789543,2,4/3,military_rank.rank_30
a1234-j0946,1127,military_department.a1234-d179,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0947,1129,military_department.a1234-d180,Начальник медичного пункту,9001023,1,13,military_rank.rank_210
a1234-j0948,1130,military_department.a1234-d180,Лікар,9001003,1,12,military_rank.rank_210
a1234-j0949,1131,military_department.a1234-d180,Фельдшер,879962,2,8,military_rank.rank_90
a1234-j0951,1133,military_department.a1234-d180,Санітарний інструктор,879659,3,7/5 ,military_rank.rank_80
a1234-j0954,1136,military_department.a1234-d180,Санітар,878658,1,4/2,military_rank.rank_30
a1234-j0955,1137,military_department.a1234-d180,Водій - санітар,790037/658,3,5/2,military_rank.rank_30
a1234-j0958,1140,military_department.a1234-d180,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j0959,1142,military_department.a1234-d181,Командир батальйону,212002,1,24,military_rank.rank_290
a1234-j0960,1143,military_department.a1234-d181,Заступник командира батальйону,212003,1,23,military_rank.rank_250
a1234-j0961,1144,military_department.a1234-d181,Заступник командира батальйону з морально-психологічного забезпечення,3410003,1,23,military_rank.rank_250
a1234-j0962,1145,military_department.a1234-d181,Офіцер-психолог,3400023,1,15,military_rank.rank_190
a1234-j0963,1146,military_department.a1234-d181,Головний сержант,929982,1,18,military_rank.rank_110
a1234-j0964,1148,military_department.a1234-d182,Начальник штабу - заступник командира батальйону,212003,1,23,military_rank.rank_250
a1234-j0965,1150,military_department.a1234-d183,Начальник групи,2905003,1,17,military_rank.rank_220
a1234-j0966,1151,military_department.a1234-d183,Відповідальний виконавець,901547,1,8,military_rank.rank_50
a1234-j0967,1153,military_department.a1234-d184,Начальник групи,902003,1,17,military_rank.rank_220
a1234-j0968,1154,military_department.a1234-d184,Помічник начальника групи,100601,1,6,military_rank.rank_70
a1234-j0969,1156,military_department.a1234-d185,Начальник групи - заступник начальника штабу,212003,1,20,military_rank.rank_220
a1234-j0970,1157,military_department.a1234-d185,Офіцер,212003,1,15,military_rank.rank_190
a1234-j0971,1158,military_department.a1234-d185,Помічник начальника групи,100601,1,6,military_rank.rank_70
a1234-j0972,1160,military_department.a1234-d186,Начальник групи,7050003,1,17,military_rank.rank_220
a1234-j0973,1161,military_department.a1234-d186,Офіцер,7050003,1,15,military_rank.rank_190
a1234-j0974,1162,military_department.a1234-d186,Офіцер,7001003,1,15,military_rank.rank_190
a1234-j0975,1164,military_department.a1234-d187,Начальник групи,1210003,1,17,military_rank.rank_220
a1234-j0976,1165,military_department.a1234-d187,Помічник начальника групи,100601,1,6,military_rank.rank_70
a1234-j0977,1167,military_department.a1234-d188,Начальник групи,212003,1,17,military_rank.rank_220
a1234-j0978,1168,military_department.a1234-d188,Технік,832945,1,10,military_rank.rank_100
a1234-j0979,1169,military_department.a1234-d188,Інструктор,100119,1,11/6 ,military_rank.rank_90
a1234-j0980,1171,military_department.a1234-d189,Начальник групи,8504003,1,17,military_rank.rank_220
a1234-j0981,1172,military_department.a1234-d189,Помічник начальника групи,100601,1,6,military_rank.rank_70
a1234-j0982,1174,military_department.a1234-d190,Начальник групи,1001003,1,17,military_rank.rank_220
a1234-j0983,1175,military_department.a1234-d190,Помічник начальника групи,100601,1,6,military_rank.rank_70
a1234-j0984,1177,military_department.a1234-d191,Командир роти,212003,1,19,military_rank.rank_220
a1234-j0985,1178,military_department.a1234-d191,Заступник командира роти - інструктор з повітряно-десантної підготовки,212003,1,18,military_rank.rank_190
a1234-j0986,1179,military_department.a1234-d191,Заступник командира роти з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j0987,1180,military_department.a1234-d191,Технік,738945,1,10,military_rank.rank_100
a1234-j0988,1181,military_department.a1234-d191,Головний сержант,100974,1,12,military_rank.rank_100
a1234-j0989,1182,military_department.a1234-d191,Сержант з матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j0990,1183,military_department.a1234-d191,Старший бойовий медик,878978,1,7,military_rank.rank_80
a1234-j0991,1184,military_department.a1234-d191,Старший водій,790702,2,6/4,military_rank.rank_50
a1234-j0993,1186,military_department.a1234-d191,Навідник,101281,1,4/2,military_rank.rank_30
a1234-j0994,1188,military_department.a1234-d192,Командир взводу,212003,1,12,military_rank.rank_190
a1234-j0995,1189,military_department.a1234-d192,Головний сержант,100975,1,10,military_rank.rank_90
a1234-j0996,1190,military_department.a1234-d192,Бойовий медик взводу,878033,1,7/5 ,military_rank.rank_70
a1234-j0997,1192,military_department.a1234-d193,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j0998,1193,military_department.a1234-d193,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j0999,1194,military_department.a1234-d193,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j1000,1195,military_department.a1234-d193,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1001,1196,military_department.a1234-d193,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1002,1197,military_department.a1234-d193,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1004,1199,military_department.a1234-d193,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1005,1200,military_department.a1234-d193,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1006,1201,military_department.a1234-d193,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1007,1203,military_department.a1234-d194,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1008,1204,military_department.a1234-d194,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1009,1205,military_department.a1234-d194,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1010,1206,military_department.a1234-d194,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1011,1207,military_department.a1234-d194,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1013,1209,military_department.a1234-d194,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1014,1210,military_department.a1234-d194,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1015,1211,military_department.a1234-d194,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1016,1212,military_department.a1234-d194,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1017,1214,military_department.a1234-d195,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1018,1215,military_department.a1234-d195,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1019,1216,military_department.a1234-d195,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1020,1217,military_department.a1234-d195,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1021,1218,military_department.a1234-d195,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1023,1220,military_department.a1234-d195,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1024,1221,military_department.a1234-d195,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1025,1222,military_department.a1234-d195,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1026,1223,military_department.a1234-d195,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1027,1225,military_department.a1234-d196,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1028,1226,military_department.a1234-d196,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1029,1227,military_department.a1234-d196,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1030,1228,military_department.a1234-d196,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1031,1229,military_department.a1234-d196,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1033,1231,military_department.a1234-d196,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1034,1232,military_department.a1234-d196,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1035,1233,military_department.a1234-d196,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1036,1234,military_department.a1234-d196,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1037,1236,military_department.a1234-d197,Командир взводу,212003,1,12,military_rank.rank_190
a1234-j1038,1237,military_department.a1234-d197,Головний сержант,100975,1,10,military_rank.rank_90
a1234-j1039,1238,military_department.a1234-d197,Бойовий медик взводу,878033,1,7/5 ,military_rank.rank_70
a1234-j1040,1240,military_department.a1234-d198,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1041,1241,military_department.a1234-d198,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1042,1242,military_department.a1234-d198,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j1043,1243,military_department.a1234-d198,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1044,1244,military_department.a1234-d198,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1045,1245,military_department.a1234-d198,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1047,1247,military_department.a1234-d198,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1048,1248,military_department.a1234-d198,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1049,1249,military_department.a1234-d198,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1050,1251,military_department.a1234-d199,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1051,1252,military_department.a1234-d199,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1052,1253,military_department.a1234-d199,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1053,1254,military_department.a1234-d199,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1054,1255,military_department.a1234-d199,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1056,1257,military_department.a1234-d199,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1057,1258,military_department.a1234-d199,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1058,1259,military_department.a1234-d199,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1059,1260,military_department.a1234-d199,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1060,1262,military_department.a1234-d200,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1061,1263,military_department.a1234-d200,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1062,1264,military_department.a1234-d200,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1063,1265,military_department.a1234-d200,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1064,1266,military_department.a1234-d200,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1066,1268,military_department.a1234-d200,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1067,1269,military_department.a1234-d200,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1068,1270,military_department.a1234-d200,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1069,1271,military_department.a1234-d200,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1070,1273,military_department.a1234-d201,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1071,1274,military_department.a1234-d201,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1072,1275,military_department.a1234-d201,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j1073,1276,military_department.a1234-d201,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j1074,1277,military_department.a1234-d201,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j1076,1279,military_department.a1234-d201,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j1077,1280,military_department.a1234-d201,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j1078,1281,military_department.a1234-d201,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j1079,1282,military_department.a1234-d201,Водій,790037,1,5/2,military_rank.rank_30
a1234-j1080,1284,military_department.a1234-d202,Командир взводу,212003,1,12,military_rank.rank_190
a1234-j1081,1285,military_department.a1234-d202,Головний сержант,100975,1,10,military_rank.rank_90
a1234-j1082,1286,military_department.a1234-d202,Бойовий медик взводу,878033,1,7/5 ,military_rank.rank_70
a1234-j1083,1288,military_department.a1234-d203,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j1084,1289,military_department.a1234-d203,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j1085,1290,military_department.a1234-d203,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j1086,1291,military_department.a1234-d203,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
